"sale_yr","sale_month","sale_day","bedrooms","bathrooms","sqft_living","sqft_lot","floors","condition","grade","sqft_above","sqft_basement","yr_built","zipcode","lat","long","sqft_living15","sqft_lot15","price"
2014.0,7.0,12.0,3.0,1.0,950.0,8000.0,1.0,3.0,7.0,950.0,0.0,1968.0,98034.0,47.7193,-122.184,2270.0,8540.0,335000.0
2015.0,4.0,9.0,3.0,2.0,1420.0,11325.0,1.0,3.0,7.0,1420.0,0.0,1980.0,98027.0,47.5356,-122.046,2330.0,3474.0,510000.0
2014.0,5.0,2.0,3.0,1.5,1200.0,9720.0,1.0,4.0,7.0,1200.0,0.0,1965.0,98042.0,47.4225,-122.153,1380.0,10284.0,242500.0
2014.0,8.0,27.0,2.0,1.0,880.0,5600.0,1.0,5.0,7.0,880.0,0.0,1955.0,98178.0,47.5071,-122.265,1240.0,7015.0,235000.0
2015.0,4.0,20.0,2.0,1.0,950.0,4000.0,1.0,3.0,6.0,950.0,0.0,1910.0,98144.0,47.5728,-122.312,1480.0,4000.0,320000.0
2014.0,7.0,10.0,4.0,2.5,3340.0,8930.0,2.0,3.0,10.0,3340.0,0.0,1999.0,98065.0,47.535,-121.867,3160.0,7865.0,720000.0
2014.0,12.0,9.0,3.0,2.25,2220.0,15757.0,1.0,3.0,8.0,1280.0,940.0,1982.0,98074.0,47.6212,-122.043,2020.0,14098.0,558000.0
2014.0,8.0,13.0,2.0,1.5,940.0,5000.0,1.0,4.0,7.0,810.0,130.0,1925.0,98126.0,47.5375,-122.374,940.0,5026.0,392000.0
2014.0,6.0,12.0,3.0,2.5,1250.0,1103.0,3.0,3.0,8.0,1250.0,0.0,2005.0,98103.0,47.6619,-122.352,1250.0,1188.0,480000.0
2015.0,4.0,28.0,5.0,2.75,2844.0,3990.0,2.0,3.0,8.0,2844.0,0.0,2013.0,98092.0,47.3259,-122.167,2273.0,3900.0,359950.0
2014.0,9.0,10.0,4.0,2.5,2200.0,110642.0,1.0,5.0,7.0,1330.0,870.0,1979.0,98077.0,47.7409,-122.052,2290.0,51400.0,535000.0
2014.0,6.0,16.0,4.0,2.0,1800.0,2970.0,1.0,4.0,7.0,1000.0,800.0,1923.0,98115.0,47.6833,-122.312,1690.0,3801.0,415000.0
2015.0,4.0,15.0,4.0,2.5,2650.0,11108.0,2.0,3.0,10.0,2650.0,0.0,1987.0,98074.0,47.6304,-122.051,2650.0,11585.0,672500.0
2014.0,10.0,17.0,3.0,1.0,1000.0,4171.0,1.0,3.0,7.0,1000.0,0.0,1985.0,98052.0,47.6834,-122.097,1090.0,3479.0,352500.0
2014.0,7.0,29.0,3.0,1.0,902.0,10464.0,1.0,3.0,7.0,902.0,0.0,1965.0,98198.0,47.363,-122.308,1510.0,7210.0,152000.0
2014.0,6.0,9.0,2.0,1.0,730.0,7528.0,1.0,3.0,7.0,730.0,0.0,1946.0,98115.0,47.6997,-122.305,1620.0,7528.0,378500.0
2014.0,7.0,30.0,4.0,1.75,2600.0,41041.0,1.5,4.0,8.0,2600.0,0.0,1965.0,98033.0,47.6634,-122.172,2750.0,37318.0,1017000.0
2014.0,5.0,21.0,5.0,3.0,2876.0,13927.0,1.0,4.0,9.0,1970.0,906.0,1973.0,98040.0,47.5528,-122.229,3500.0,14454.0,895000.0
2014.0,9.0,26.0,4.0,2.25,2290.0,9546.0,1.0,4.0,8.0,1780.0,510.0,1976.0,98006.0,47.5617,-122.13,2360.0,8864.0,668500.0
2014.0,8.0,21.0,2.0,2.5,1470.0,2533.0,2.0,3.0,8.0,1470.0,0.0,2005.0,98033.0,47.6874,-122.165,1470.0,6511.0,487000.0
2014.0,9.0,24.0,4.0,2.0,2020.0,7767.0,1.0,3.0,8.0,2020.0,0.0,1995.0,98003.0,47.3391,-122.309,1940.0,8239.0,315000.0
2014.0,6.0,24.0,3.0,2.5,2740.0,5925.0,2.0,3.0,10.0,2740.0,0.0,1913.0,98112.0,47.6313,-122.303,2740.0,5948.0,1157400.0
2015.0,1.0,13.0,3.0,3.25,1520.0,1500.0,3.0,3.0,7.0,1520.0,0.0,2000.0,98107.0,47.67,-122.389,1520.0,1323.0,500000.0
2014.0,7.0,18.0,5.0,2.5,3860.0,42733.0,1.0,4.0,8.0,2300.0,1560.0,1955.0,98001.0,47.3117,-122.254,2520.0,19353.0,430000.0
2014.0,11.0,21.0,4.0,2.25,1600.0,15312.0,1.0,4.0,7.0,1080.0,520.0,1979.0,98045.0,47.4629,-121.743,1620.0,12375.0,299500.0
2014.0,6.0,24.0,4.0,2.5,2090.0,5289.0,2.0,3.0,8.0,2090.0,0.0,1989.0,98058.0,47.4289,-122.164,2080.0,7109.0,349950.0
2014.0,10.0,28.0,5.0,3.25,4020.0,4500.0,2.0,3.0,9.0,3120.0,900.0,2010.0,98004.0,47.6349,-122.204,3550.0,5775.0,1419000.0
2015.0,5.0,5.0,3.0,1.0,900.0,9600.0,1.0,4.0,7.0,900.0,0.0,1970.0,98072.0,47.7423,-122.173,1220.0,8240.0,329000.0
2014.0,10.0,9.0,3.0,1.75,1720.0,5956.0,2.0,3.0,8.0,1720.0,0.0,1981.0,98033.0,47.6875,-122.202,1620.0,9324.0,575000.0
2014.0,10.0,2.0,5.0,2.25,3030.0,9430.0,2.0,4.0,8.0,2600.0,430.0,1961.0,98133.0,47.7515,-122.353,2230.0,8425.0,529900.0
2014.0,11.0,20.0,4.0,2.5,3030.0,10189.0,1.0,3.0,9.0,2380.0,650.0,2003.0,98004.0,47.6367,-122.206,1940.0,10189.0,1470000.0
2014.0,8.0,1.0,4.0,1.75,2190.0,9400.0,1.0,4.0,7.0,1450.0,740.0,1962.0,98033.0,47.6531,-122.196,1980.0,9000.0,725000.0
2014.0,10.0,23.0,3.0,2.5,1680.0,5000.0,2.0,3.0,8.0,1680.0,0.0,1987.0,98023.0,47.3196,-122.395,1720.0,5000.0,286000.0
2014.0,5.0,15.0,3.0,1.5,1120.0,7000.0,1.0,3.0,7.0,1120.0,0.0,1955.0,98007.0,47.5987,-122.146,1470.0,7950.0,395300.0
2015.0,2.0,6.0,3.0,1.0,920.0,7500.0,1.0,4.0,7.0,920.0,0.0,1970.0,98032.0,47.3791,-122.289,1660.0,8000.0,203000.0
2015.0,4.0,6.0,3.0,2.0,1420.0,9828.0,1.0,4.0,7.0,1420.0,0.0,1990.0,98010.0,47.3287,-122.011,1550.0,7227.0,241400.0
2015.0,3.0,12.0,4.0,1.75,1450.0,10074.0,1.0,4.0,7.0,1450.0,0.0,1966.0,98058.0,47.4546,-122.182,1340.0,8023.0,309950.0
2014.0,8.0,26.0,3.0,1.75,1550.0,4057.0,1.0,3.0,6.0,830.0,720.0,1945.0,98106.0,47.5291,-122.351,1100.0,4116.0,294010.0
2014.0,12.0,16.0,3.0,2.25,1920.0,9672.0,2.0,4.0,8.0,1920.0,0.0,1984.0,98074.0,47.6233,-122.046,1950.0,10125.0,345000.0
2014.0,7.0,9.0,4.0,2.5,2510.0,4543.0,2.0,3.0,8.0,2510.0,0.0,2002.0,98075.0,47.5962,-122.039,2550.0,4675.0,660000.0
2014.0,7.0,7.0,4.0,3.25,3990.0,9786.0,2.0,3.0,9.0,3990.0,0.0,2004.0,98053.0,47.6784,-122.026,3920.0,8200.0,866000.0
2014.0,5.0,5.0,3.0,2.0,2350.0,5700.0,1.5,4.0,8.0,1810.0,540.0,1939.0,98112.0,47.639,-122.31,2170.0,6000.0,770000.0
2014.0,8.0,15.0,3.0,1.5,1350.0,7827.0,1.0,4.0,7.0,1350.0,0.0,1968.0,98030.0,47.3786,-122.219,1900.0,7827.0,259950.0
2015.0,3.0,11.0,5.0,2.75,2980.0,9838.0,1.0,3.0,7.0,1710.0,1270.0,1968.0,98030.0,47.3807,-122.222,2240.0,9838.0,352000.0
2014.0,6.0,24.0,5.0,4.75,6390.0,13180.0,2.0,3.0,10.0,4560.0,1830.0,1940.0,98112.0,47.6312,-122.291,4010.0,8137.0,2466350.0
2014.0,11.0,6.0,3.0,2.0,1590.0,10229.0,1.0,3.0,7.0,1590.0,0.0,1966.0,98034.0,47.7239,-122.227,1320.0,10222.0,395000.0
2014.0,10.0,20.0,3.0,2.25,1880.0,100623.0,1.5,3.0,8.0,1880.0,0.0,1987.0,98024.0,47.5342,-121.883,2520.0,21689.0,530000.0
2015.0,4.0,2.0,3.0,2.5,2110.0,4549.0,2.0,4.0,8.0,2110.0,0.0,1989.0,98042.0,47.3885,-122.154,2110.0,4030.0,336000.0
2014.0,10.0,24.0,3.0,2.25,1720.0,17235.0,1.0,4.0,7.0,1440.0,280.0,1974.0,98042.0,47.3438,-122.073,1990.0,35048.0,286900.0
2014.0,9.0,30.0,5.0,2.25,1780.0,7245.0,1.0,4.0,8.0,1330.0,450.0,1976.0,98052.0,47.6946,-122.12,1780.0,7653.0,472000.0
2014.0,6.0,30.0,3.0,1.75,1410.0,8100.0,2.0,3.0,7.0,1410.0,0.0,1985.0,98038.0,47.3617,-122.046,1560.0,8100.0,263000.0
2014.0,7.0,16.0,3.0,3.0,2110.0,4000.0,1.0,4.0,7.0,1110.0,1000.0,1965.0,98126.0,47.5696,-122.375,1730.0,4000.0,565000.0
2014.0,9.0,11.0,3.0,3.0,3760.0,188760.0,1.0,4.0,10.0,2640.0,1120.0,1979.0,98092.0,47.308,-122.087,2820.0,50543.0,555000.0
2015.0,4.0,27.0,3.0,2.5,1610.0,3516.0,2.0,3.0,8.0,1610.0,0.0,2006.0,98055.0,47.4491,-122.188,1610.0,3056.0,305000.0
2014.0,6.0,24.0,4.0,2.0,2470.0,5080.0,1.5,3.0,6.0,1970.0,500.0,1948.0,98106.0,47.5308,-122.348,1060.0,5080.0,339000.0
2015.0,2.0,2.0,4.0,1.75,2220.0,7230.0,1.0,3.0,8.0,1280.0,940.0,1950.0,98125.0,47.7065,-122.279,2210.0,7230.0,675000.0
2014.0,6.0,25.0,3.0,2.5,1790.0,8144.0,2.0,3.0,8.0,1790.0,0.0,1989.0,98074.0,47.6169,-122.045,1800.0,7503.0,583000.0
2014.0,9.0,4.0,3.0,2.5,1610.0,1728.0,3.0,3.0,8.0,1610.0,0.0,2000.0,98115.0,47.6776,-122.318,1540.0,3090.0,499000.0
2014.0,9.0,24.0,4.0,2.5,2170.0,204296.0,1.0,4.0,7.0,2170.0,0.0,1980.0,98022.0,47.281,-121.933,1760.0,154202.0,400000.0
2014.0,8.0,21.0,3.0,2.5,2320.0,52272.0,1.5,3.0,8.0,2320.0,0.0,1974.0,98075.0,47.587,-122.068,2200.0,52272.0,600000.0
2015.0,2.0,12.0,2.0,1.0,1120.0,6236.0,1.0,4.0,6.0,1120.0,0.0,1954.0,98155.0,47.763,-122.291,1340.0,7784.0,325000.0
2015.0,1.0,9.0,5.0,2.0,2050.0,3000.0,1.5,3.0,7.0,1470.0,580.0,1912.0,98103.0,47.6864,-122.352,1560.0,4500.0,629000.0
2014.0,6.0,30.0,4.0,2.5,2570.0,7859.0,2.0,3.0,8.0,2570.0,0.0,1992.0,98038.0,47.3736,-122.045,2150.0,7284.0,397500.0
2014.0,10.0,30.0,2.0,1.0,1270.0,3700.0,1.5,3.0,7.0,1270.0,0.0,1909.0,98144.0,47.5949,-122.307,1980.0,3200.0,404500.0
2015.0,5.0,13.0,3.0,2.25,2510.0,9900.0,1.0,3.0,8.0,1610.0,900.0,1978.0,98023.0,47.2988,-122.374,1940.0,8510.0,267000.0
2015.0,2.0,10.0,4.0,2.5,2900.0,6918.0,2.0,3.0,8.0,2900.0,0.0,2001.0,98001.0,47.3504,-122.284,2720.0,10376.0,339000.0
2015.0,4.0,15.0,4.0,2.5,3830.0,11972.0,1.0,3.0,11.0,2370.0,1460.0,1981.0,98155.0,47.7404,-122.284,3080.0,12297.0,1850000.0
2014.0,9.0,30.0,5.0,1.0,1280.0,3876.0,1.5,3.0,7.0,1280.0,0.0,1923.0,98105.0,47.6605,-122.324,1420.0,3825.0,525000.0
2014.0,10.0,6.0,5.0,3.5,4350.0,6218.0,2.0,3.0,10.0,3520.0,830.0,2007.0,98027.0,47.5396,-121.997,3260.0,5989.0,1150000.0
2014.0,6.0,19.0,4.0,2.5,2440.0,34290.0,2.0,3.0,9.0,2440.0,0.0,1987.0,98053.0,47.6685,-122.044,2860.0,38119.0,720000.0
2015.0,1.0,16.0,2.0,1.0,910.0,7617.0,1.0,3.0,6.0,910.0,0.0,1936.0,98125.0,47.7332,-122.305,1310.0,6624.0,365000.0
2014.0,5.0,21.0,3.0,2.5,2150.0,7484.0,2.0,3.0,8.0,2150.0,0.0,1988.0,98074.0,47.6191,-122.043,2150.0,6879.0,368250.0
2014.0,7.0,17.0,4.0,3.25,3190.0,11774.0,2.0,3.0,8.0,2610.0,580.0,1956.0,98178.0,47.5033,-122.225,2240.0,8725.0,1100000.0
2015.0,1.0,27.0,4.0,2.5,2130.0,4496.0,2.0,3.0,7.0,2130.0,0.0,2004.0,98001.0,47.3041,-122.28,3220.0,5400.0,215000.0
2015.0,4.0,28.0,4.0,2.0,2310.0,31850.0,1.5,4.0,8.0,2310.0,0.0,1984.0,98072.0,47.7713,-122.122,2710.0,36042.0,640000.0
2015.0,3.0,3.0,4.0,2.5,2460.0,8029.0,2.0,3.0,9.0,2460.0,0.0,1989.0,98074.0,47.6262,-122.03,2420.0,7987.0,638250.0
2015.0,4.0,27.0,4.0,2.0,1620.0,4600.0,2.0,3.0,7.0,1620.0,0.0,1909.0,98108.0,47.5533,-122.307,1620.0,4500.0,375000.0
2014.0,7.0,16.0,4.0,1.75,2170.0,9525.0,1.0,3.0,8.0,2170.0,0.0,1960.0,98040.0,47.5685,-122.217,1910.0,9525.0,842000.0
2015.0,2.0,17.0,4.0,2.5,3280.0,25211.0,2.0,3.0,11.0,3280.0,0.0,1985.0,98074.0,47.6398,-122.05,3280.0,25211.0,810000.0
2015.0,2.0,26.0,5.0,2.0,2900.0,11970.0,2.0,4.0,7.0,2900.0,0.0,1969.0,98072.0,47.741,-122.095,1260.0,12398.0,310000.0
2015.0,2.0,6.0,3.0,1.0,1340.0,4800.0,1.5,4.0,5.0,1340.0,0.0,1903.0,98055.0,47.477,-122.209,1240.0,4800.0,225000.0
2015.0,3.0,20.0,4.0,2.0,1600.0,10160.0,1.0,4.0,7.0,1600.0,0.0,1972.0,98022.0,47.2015,-122.003,1540.0,9352.0,265000.0
2014.0,8.0,1.0,3.0,2.5,2660.0,10637.0,2.0,3.0,9.0,2660.0,0.0,1991.0,98011.0,47.7383,-122.22,2590.0,8637.0,595000.0
2014.0,7.0,18.0,5.0,3.0,2640.0,3200.0,2.0,4.0,7.0,2140.0,500.0,1906.0,98112.0,47.6188,-122.308,1540.0,2242.0,739375.0
2014.0,6.0,11.0,4.0,2.5,3760.0,29224.0,2.0,3.0,11.0,3760.0,0.0,1987.0,98052.0,47.7203,-122.128,3930.0,19916.0,1010000.0
2014.0,8.0,11.0,3.0,2.75,3900.0,111514.0,2.0,3.0,6.0,3460.0,440.0,1967.0,98024.0,47.5621,-121.924,2460.0,217800.0,415000.0
2014.0,8.0,19.0,2.0,1.0,1340.0,8100.0,1.0,3.0,8.0,1340.0,0.0,1950.0,98177.0,47.7212,-122.364,1680.0,7752.0,452000.0
2015.0,4.0,30.0,3.0,2.25,2980.0,86636.0,1.0,3.0,9.0,2230.0,750.0,1989.0,98053.0,47.6627,-122.003,2980.0,107157.0,825000.0
2014.0,6.0,4.0,4.0,1.75,1650.0,7800.0,1.0,3.0,8.0,1650.0,0.0,1968.0,98058.0,47.4507,-122.139,1750.0,10400.0,327500.0
2014.0,7.0,28.0,3.0,2.5,3370.0,36218.0,2.0,4.0,9.0,3370.0,0.0,1988.0,98075.0,47.5855,-121.987,2980.0,31793.0,699950.0
2014.0,7.0,28.0,3.0,2.5,2200.0,34680.0,2.0,3.0,9.0,2200.0,0.0,1985.0,98092.0,47.3139,-122.116,2560.0,35840.0,424000.0
2014.0,7.0,17.0,3.0,1.75,1490.0,10844.0,1.0,3.0,7.0,1210.0,280.0,1974.0,98008.0,47.6208,-122.106,2090.0,9944.0,445000.0
2014.0,9.0,26.0,3.0,1.0,1180.0,7455.0,1.0,4.0,7.0,1180.0,0.0,1964.0,98034.0,47.7276,-122.241,1450.0,8154.0,350000.0
2014.0,6.0,26.0,4.0,2.5,3200.0,22651.0,1.0,5.0,8.0,1610.0,1590.0,1970.0,98031.0,47.3931,-122.183,2030.0,5500.0,385000.0
2014.0,11.0,4.0,4.0,2.25,1880.0,6160.0,2.0,3.0,7.0,1880.0,0.0,1993.0,98023.0,47.3214,-122.347,1580.0,6405.0,272000.0
2015.0,1.0,20.0,3.0,2.5,2510.0,5544.0,2.0,3.0,7.0,2510.0,0.0,2001.0,98053.0,47.6903,-122.042,2660.0,5614.0,535000.0
2014.0,12.0,2.0,3.0,1.75,1040.0,5650.0,1.0,5.0,6.0,1040.0,0.0,1951.0,98178.0,47.5111,-122.256,1290.0,5650.0,258000.0
2014.0,10.0,2.0,3.0,2.0,2130.0,5000.0,1.5,5.0,7.0,1330.0,800.0,1925.0,98107.0,47.6746,-122.362,2010.0,5000.0,652000.0
2014.0,10.0,22.0,3.0,2.5,2780.0,5467.0,2.0,3.0,9.0,2780.0,0.0,2000.0,98126.0,47.5791,-122.378,2630.0,5000.0,775000.0
2015.0,1.0,12.0,4.0,2.5,2390.0,6111.0,2.0,3.0,8.0,2390.0,0.0,1997.0,98030.0,47.3677,-122.173,2520.0,6500.0,338500.0
2015.0,5.0,1.0,3.0,1.75,2390.0,9000.0,1.0,3.0,8.0,1500.0,890.0,1975.0,98052.0,47.6809,-122.113,2040.0,9000.0,570000.0
2014.0,11.0,26.0,2.0,1.0,1130.0,8160.0,1.0,4.0,6.0,1130.0,0.0,1952.0,98168.0,47.4997,-122.317,1060.0,6120.0,207000.0
2014.0,7.0,25.0,2.0,1.0,1120.0,7500.0,1.0,4.0,7.0,1120.0,0.0,1971.0,98008.0,47.619,-122.096,3040.0,16940.0,540000.0
2014.0,8.0,27.0,5.0,2.25,2600.0,8075.0,1.5,4.0,8.0,2600.0,0.0,1969.0,98092.0,47.2961,-122.188,2200.0,8800.0,265000.0
2015.0,1.0,7.0,3.0,2.25,1050.0,572.0,2.0,3.0,7.0,740.0,310.0,2006.0,98106.0,47.5549,-122.363,1260.0,1062.0,250000.0
2014.0,5.0,27.0,4.0,3.25,4060.0,13000.0,2.0,3.0,11.0,4060.0,0.0,2000.0,98040.0,47.581,-122.246,3220.0,13800.0,1795000.0
2014.0,10.0,30.0,3.0,2.0,2260.0,7200.0,1.0,3.0,7.0,1130.0,1130.0,1941.0,98144.0,47.5886,-122.288,2260.0,6000.0,759000.0
2014.0,11.0,4.0,1.0,0.0,600.0,24501.0,1.0,2.0,3.0,600.0,0.0,1950.0,98045.0,47.5316,-121.749,990.0,22549.0,280000.0
2014.0,8.0,27.0,3.0,2.25,2430.0,8327.0,1.0,4.0,9.0,1430.0,1000.0,1978.0,98006.0,47.5534,-122.16,2550.0,10427.0,690000.0
2014.0,7.0,8.0,3.0,2.5,3420.0,25150.0,1.0,4.0,10.0,1750.0,1670.0,1987.0,98006.0,47.5706,-122.152,2900.0,19604.0,789900.0
2015.0,3.0,18.0,2.0,1.0,1180.0,5100.0,1.5,3.0,7.0,1180.0,0.0,1926.0,98103.0,47.6947,-122.346,980.0,5100.0,447500.0
2014.0,10.0,21.0,3.0,1.5,1150.0,11475.0,1.0,3.0,7.0,1150.0,0.0,1971.0,98045.0,47.4629,-121.744,1640.0,11475.0,287000.0
2014.0,7.0,15.0,3.0,2.5,2050.0,11690.0,2.0,4.0,9.0,2050.0,0.0,1989.0,98059.0,47.5279,-122.161,2410.0,10172.0,585000.0
2015.0,1.0,15.0,3.0,1.75,1610.0,9000.0,1.0,4.0,7.0,1100.0,510.0,1978.0,98092.0,47.3187,-122.179,1610.0,8000.0,203000.0
2015.0,5.0,6.0,4.0,2.75,2720.0,3840.0,2.0,3.0,8.0,1790.0,930.0,1920.0,98107.0,47.6624,-122.361,1360.0,3880.0,860000.0
2015.0,2.0,12.0,3.0,2.5,2490.0,7589.0,2.0,3.0,9.0,2490.0,0.0,1991.0,98056.0,47.5355,-122.179,2500.0,10386.0,572500.0
2015.0,4.0,24.0,3.0,2.0,1300.0,6000.0,1.0,5.0,7.0,1300.0,0.0,1943.0,98136.0,47.5482,-122.392,1230.0,6000.0,560000.0
2015.0,3.0,4.0,3.0,1.75,1610.0,7200.0,1.0,3.0,7.0,1180.0,430.0,1976.0,98007.0,47.5966,-122.144,1520.0,7973.0,512500.0
2015.0,2.0,23.0,4.0,2.5,2040.0,5000.0,1.5,5.0,7.0,1180.0,860.0,1924.0,98117.0,47.6786,-122.36,1540.0,5000.0,775000.0
2014.0,6.0,11.0,2.0,1.0,700.0,4700.0,1.0,5.0,5.0,700.0,0.0,1953.0,98056.0,47.4953,-122.169,960.0,5200.0,200000.0
2014.0,7.0,11.0,3.0,1.0,1060.0,9123.0,1.0,3.0,7.0,1060.0,0.0,1952.0,98004.0,47.6218,-122.193,1620.0,9121.0,641200.0
2014.0,7.0,1.0,3.0,1.75,2050.0,9580.0,1.0,3.0,8.0,1400.0,650.0,1984.0,98074.0,47.6212,-122.038,1740.0,11952.0,540000.0
2014.0,7.0,14.0,4.0,2.25,3470.0,8000.0,1.5,3.0,9.0,2360.0,1110.0,1906.0,98122.0,47.6149,-122.287,3010.0,8000.0,1727000.0
2014.0,5.0,9.0,3.0,1.5,1390.0,48257.0,1.0,3.0,6.0,1390.0,0.0,1922.0,98024.0,47.5603,-121.894,1440.0,45302.0,275000.0
2015.0,2.0,18.0,3.0,2.5,2410.0,11900.0,1.0,4.0,9.0,1600.0,810.0,1989.0,98023.0,47.3384,-122.34,3090.0,11902.0,490000.0
2014.0,12.0,3.0,3.0,2.25,2230.0,11835.0,1.0,5.0,8.0,1630.0,600.0,1974.0,98006.0,47.563,-122.178,2190.0,10384.0,652450.0
2014.0,11.0,12.0,3.0,2.0,1880.0,3048.0,2.0,4.0,7.0,1880.0,0.0,1902.0,98122.0,47.6031,-122.303,1680.0,3600.0,449950.0
2015.0,2.0,4.0,3.0,1.0,880.0,6050.0,1.0,3.0,6.0,880.0,0.0,1945.0,98178.0,47.4995,-122.248,1130.0,6050.0,241000.0
2015.0,1.0,23.0,2.0,1.0,1010.0,7200.0,1.0,3.0,6.0,1010.0,0.0,1956.0,98166.0,47.4815,-122.339,1290.0,9000.0,200000.0
2014.0,12.0,1.0,4.0,1.75,1690.0,7680.0,1.0,5.0,6.0,890.0,800.0,1946.0,98126.0,47.5296,-122.375,1060.0,7680.0,400375.0
2014.0,10.0,24.0,3.0,1.0,680.0,2400.0,1.0,4.0,6.0,680.0,0.0,1903.0,98144.0,47.5982,-122.299,1470.0,3600.0,230000.0
2015.0,4.0,9.0,1.0,1.0,610.0,6000.0,1.0,4.0,5.0,610.0,0.0,1918.0,98117.0,47.6911,-122.367,970.0,5000.0,314200.0
2015.0,4.0,2.0,2.0,1.0,1390.0,5346.0,1.0,5.0,7.0,960.0,430.0,1908.0,98118.0,47.5567,-122.279,1450.0,5040.0,535000.0
2015.0,4.0,8.0,3.0,2.25,1590.0,9960.0,1.0,3.0,7.0,1060.0,530.0,1976.0,98155.0,47.7742,-122.287,1860.0,9760.0,434975.0
2015.0,3.0,23.0,3.0,1.75,1900.0,11407.0,1.0,3.0,8.0,1900.0,0.0,1963.0,98155.0,47.7455,-122.294,1710.0,11407.0,360000.0
2015.0,3.0,17.0,3.0,1.0,1250.0,8000.0,1.0,3.0,7.0,1250.0,0.0,1956.0,98146.0,47.5065,-122.337,1040.0,6973.0,234900.0
2014.0,10.0,24.0,4.0,3.25,3570.0,14408.0,2.0,3.0,10.0,3570.0,0.0,2006.0,98065.0,47.536,-121.857,4100.0,14577.0,942500.0
2014.0,11.0,6.0,4.0,2.0,2280.0,39848.0,2.0,4.0,8.0,2280.0,0.0,1991.0,98070.0,47.5003,-122.465,1900.0,38472.0,416500.0
2014.0,7.0,31.0,4.0,1.5,1520.0,8800.0,1.0,4.0,7.0,1520.0,0.0,1960.0,98002.0,47.3136,-122.208,1370.0,8800.0,230000.0
2014.0,7.0,2.0,3.0,3.0,3700.0,10375.0,2.0,3.0,9.0,3700.0,0.0,1982.0,98188.0,47.4286,-122.291,2130.0,9132.0,489000.0
2014.0,8.0,15.0,3.0,3.0,2560.0,3600.0,2.0,3.0,10.0,2110.0,450.0,1994.0,98119.0,47.633,-122.37,2160.0,3600.0,925000.0
2014.0,10.0,14.0,4.0,1.75,2100.0,3400.0,1.0,5.0,7.0,1100.0,1000.0,1915.0,98119.0,47.6429,-122.371,1890.0,3771.0,750000.0
2014.0,9.0,8.0,2.0,1.0,1360.0,69260.0,1.0,4.0,5.0,1360.0,0.0,1937.0,98065.0,47.5229,-121.838,1460.0,69260.0,335000.0
2014.0,10.0,22.0,3.0,2.0,1800.0,5000.0,2.0,5.0,7.0,1600.0,200.0,1925.0,98136.0,47.5447,-122.389,1640.0,5000.0,575000.0
2014.0,7.0,25.0,3.0,2.25,3330.0,15258.0,2.0,3.0,10.0,3330.0,0.0,1986.0,98077.0,47.7262,-122.06,3360.0,14850.0,762500.0
2014.0,5.0,15.0,4.0,2.5,3240.0,20301.0,2.0,3.0,10.0,3240.0,0.0,1985.0,98052.0,47.719,-122.114,3010.0,23650.0,749400.0
2014.0,6.0,26.0,3.0,2.5,2480.0,37843.0,1.5,4.0,8.0,2480.0,0.0,1974.0,98070.0,47.4003,-122.422,2350.0,42122.0,663000.0
2014.0,7.0,21.0,3.0,2.25,4470.0,22518.0,2.0,3.0,9.0,3240.0,1230.0,1953.0,98006.0,47.574,-122.18,2930.0,21837.0,1476000.0
2014.0,7.0,8.0,3.0,2.25,2760.0,10160.0,1.0,3.0,8.0,2760.0,0.0,1969.0,98058.0,47.4504,-122.15,2760.0,9600.0,336000.0
2015.0,2.0,25.0,2.0,1.0,1090.0,4128.0,1.0,3.0,7.0,1090.0,0.0,1948.0,98115.0,47.696,-122.314,1090.0,5413.0,440000.0
2014.0,5.0,9.0,3.0,2.25,1445.0,1606.0,2.0,3.0,7.0,1300.0,145.0,2003.0,98027.0,47.5348,-122.072,1410.0,1286.0,387000.0
2014.0,7.0,21.0,3.0,1.75,1620.0,5000.0,1.0,3.0,7.0,920.0,700.0,1954.0,98117.0,47.681,-122.372,1610.0,5000.0,514000.0
2014.0,10.0,23.0,2.0,1.0,970.0,8185.0,1.0,5.0,6.0,970.0,0.0,1904.0,98031.0,47.4025,-122.201,1500.0,12541.0,204995.0
2014.0,12.0,29.0,3.0,2.0,1540.0,1827.0,2.0,3.0,8.0,1540.0,0.0,2005.0,98029.0,47.5479,-121.999,1560.0,2058.0,376000.0
2014.0,5.0,2.0,4.0,2.5,2200.0,9397.0,2.0,3.0,8.0,2200.0,0.0,1987.0,98001.0,47.3406,-122.269,2310.0,9176.0,285000.0
2014.0,8.0,20.0,4.0,2.5,3070.0,5936.0,2.0,3.0,9.0,3070.0,0.0,2005.0,98075.0,47.5902,-121.988,3160.0,5936.0,731000.0
2015.0,5.0,1.0,4.0,3.75,3730.0,17000.0,2.0,4.0,10.0,2820.0,910.0,1986.0,98040.0,47.5355,-122.242,3880.0,15550.0,1564350.0
2014.0,10.0,6.0,4.0,2.5,2440.0,10423.0,1.0,3.0,7.0,2440.0,0.0,1955.0,98034.0,47.725,-122.172,1990.0,7758.0,510000.0
2014.0,10.0,23.0,2.0,1.0,990.0,4332.0,1.0,3.0,7.0,990.0,0.0,1909.0,98103.0,47.6528,-122.331,1920.0,3420.0,620000.0
2014.0,9.0,30.0,3.0,1.5,910.0,25500.0,1.0,3.0,5.0,910.0,0.0,1943.0,98188.0,47.4565,-122.276,1580.0,10019.0,255000.0
